NUMBER_PR,SYSTEM,URL,NFR_TYPE,PHRASE,KEYWORDS,LOCATION,OBS
31459,Spring Boot,https://github.com/spring-projects/spring-boot/pull/31459,None,,,,
28464,Spring Boot,https://github.com/spring-projects/spring-boot/pull/28464,None,,,,
24160,Spring Boot,https://github.com/spring-projects/spring-boot/pull/24160,None,,,,
10921,Spring Boot,https://github.com/spring-projects/spring-boot/pull/10921,None,,,,
23215,Spring Boot,https://github.com/spring-projects/spring-boot/pull/23215,None,,,,
18718,Spring Boot,https://github.com/spring-projects/spring-boot/pull/18718,None,,,,
7552,Spring Boot,https://github.com/spring-projects/spring-boot/pull/7552,None,,,,
16889,Spring Boot,https://github.com/spring-projects/spring-boot/pull/16889,None,,,,
5311,Spring Boot,https://github.com/spring-projects/spring-boot/pull/5311,None,,,,
7526,Spring Boot,https://github.com/spring-projects/spring-boot/pull/7526,None,,,,
20537,Spring Boot,https://github.com/spring-projects/spring-boot/pull/20537,None,,,,
472,Spring Boot,https://github.com/spring-projects/spring-boot/pull/472,None,,,,
15841,Spring Boot,https://github.com/spring-projects/spring-boot/pull/15841,None,,,,
21658,Spring Boot,https://github.com/spring-projects/spring-boot/pull/21658,None,,,,
30356,Spring Boot,https://github.com/spring-projects/spring-boot/pull/30356,None,,,,
4495,Spring Boot,https://github.com/spring-projects/spring-boot/pull/4495,None,,,,
26200,Spring Boot,https://github.com/spring-projects/spring-boot/pull/26200,None,,,,
19008,Spring Boot,https://github.com/spring-projects/spring-boot/pull/19008,None,,,,
27737,Spring Boot,https://github.com/spring-projects/spring-boot/pull/27737,Maintainability,"""Only link to the two alternative formats from each format of the reference documentation"", ""This PR's mixing improvements to the links to the other forms of the documentation with some general editing of the multi-page documentation's index.""","documentation, improvement, editing","Title, comments",
4500,Spring Boot,https://github.com/spring-projects/spring-boot/pull/4500,None,,,,
11809,Spring Boot,https://github.com/spring-projects/spring-boot/pull/11809,None,,,,
14580,Spring Boot,https://github.com/spring-projects/spring-boot/pull/14580,None,,,,
8215,Spring Boot,https://github.com/spring-projects/spring-boot/pull/8215,None,,,,
19953,Spring Boot,https://github.com/spring-projects/spring-boot/pull/19953,None,,,,
4783,Spring Boot,https://github.com/spring-projects/spring-boot/pull/4783,None,,,,
2602,Spring Boot,https://github.com/spring-projects/spring-boot/pull/2602,None,,,,
10077,Spring Boot,https://github.com/spring-projects/spring-boot/pull/10077,None,,,,
7603,Spring Boot,https://github.com/spring-projects/spring-boot/pull/7603,None,,,,
3146,Spring Boot,https://github.com/spring-projects/spring-boot/pull/3146,None,,,,
5808,Spring Boot,https://github.com/spring-projects/spring-boot/pull/5808,None,,,,
10045,Spring Boot,https://github.com/spring-projects/spring-boot/pull/10045,None,,,,
16850,Spring Boot,https://github.com/spring-projects/spring-boot/pull/16850,None,,,,
23058,Spring Boot,https://github.com/spring-projects/spring-boot/pull/23058,None,,,,
18838,Spring Boot,https://github.com/spring-projects/spring-boot/pull/18838,None,,,,
665,Spring Framework,https://github.com/spring-projects/spring-framework/pull/665,None,-,-,-,Deleted unused import
26995,Spring Framework,https://github.com/spring-projects/spring-framework/pull/26995,None,-,-,-,"Add missing "")"" in Kotlin example"
1309,Spring Framework,https://github.com/spring-projects/spring-framework/pull/1309,None,-,-,-,Fix missing uriVariables
22637,Spring Framework,https://github.com/spring-projects/spring-framework/pull/22637,None,-,-,-,URL Cleanup
28775,Spring Framework,https://github.com/spring-projects/spring-framework/pull/28775,None,-,-,-,Bug when dealing with repeated annotations
692,Spring Framework,https://github.com/spring-projects/spring-framework/pull/692,None,-,-,-,JIRA
25621,Spring Framework,https://github.com/spring-projects/spring-framework/pull/25621,"Performance, Robustness","Performance, Robustness: ""SocketUtils ServerSocket、DatagramSocket use try-with-resource""","Performance: ""sockets""
Robustness: ""try""","Title, Discussion",-
31,Spring Framework,https://github.com/spring-projects/spring-framework/pull/31,None,-,-,-,Run sql scripts before each test method
1424,Spring Framework,https://github.com/spring-projects/spring-framework/pull/1424,Robustness,"""Logging exception in ExceptionWebSocketHandlerDecorator"",
""I was having some hibernate exception in the back, but the exception is not getting printed/logged"",
""exception handling is there but logging is missing.""","""exception"", ""handling, ""logging""","Title, Discussion",-
1498,Spring Framework,https://github.com/spring-projects/spring-framework/pull/1498,None,-,-,-,Support groovy markup
712,Spring Framework,https://github.com/spring-projects/spring-framework/pull/712,None,-,-,-,JIRA
1035,Spring Framework,https://github.com/spring-projects/spring-framework/pull/1035,Maintainability,"""fix WebRequest.checkNotModified docs""","""docs""",Title,type: documentation
664,Spring Framework,https://github.com/spring-projects/spring-framework/pull/664,None,-,-,-,Merge
24617,Spring Framework,https://github.com/spring-projects/spring-framework/pull/24617,Performance,"""avoids some unnecessary sorting overhead""","""overhead""","Title, Description",-
163,Spring Framework,https://github.com/spring-projects/spring-framework/pull/163,None,-,-,-,Allow SpEL reserved words in type package names
395,Spring Framework,https://github.com/spring-projects/spring-framework/pull/395,Maintainability,"""Migrate documentation to asciidoctor""","""documentation""","Title, Description",-
1691,Spring Framework,https://github.com/spring-projects/spring-framework/pull/1691,Maintainability,"""Corrected Javadoc""","""javadoc""","Title, Description",-
247,Spring Framework,https://github.com/spring-projects/spring-framework/pull/247,Maintainability,"""Where appropriate, updated Javadoc to refer to the""","""javadoc""",Description,-
25612,Spring Framework,https://github.com/spring-projects/spring-framework/pull/25612,None,-,-,-,Merge
1277,Spring Framework,https://github.com/spring-projects/spring-framework/pull/1277,Security,"""to use a different authentication method""","""authentication""",Description,-
26353,Spring Framework,https://github.com/spring-projects/spring-framework/pull/26353,None,-,-,-,Merge
312,Spring Framework,https://github.com/spring-projects/spring-framework/pull/312,"Robustness, Performance","Robustness, Performance: ""If you throw an exception when getBody is called, then how will the body be flushed to the stream?""","Robustness: ""exception""
Performance: ""stream""",Review,-
1861,Spring Framework,https://github.com/spring-projects/spring-framework/pull/1861,None,-,-,-,Propagate read-only status
27482,Spring Framework,https://github.com/spring-projects/spring-framework/pull/27482,Maintainability,"""Feat/fix java doc""","""javadoc""","Title, Description",
598,Spring Framework,https://github.com/spring-projects/spring-framework/pull/598,None,-,-,-,Add filtered properties
53,Spring Framework,https://github.com/spring-projects/spring-framework/pull/53,Maintainability,"""This allows SpEL to support this syntax kind of syntax""","""syntax""","Title, Discussion",-
1597,Spring Framework,https://github.com/spring-projects/spring-framework/pull/1597,None,-,-,-,Change getter method
23965,Spring Framework,https://github.com/spring-projects/spring-framework/pull/23965,None,-,-,-,Avoid store all beanName
107,Spring Framework,https://github.com/spring-projects/spring-framework/pull/107,None,-,-,-,JIRA
2026,Spring Framework,https://github.com/spring-projects/spring-framework/pull/2026,Maintainability,"""The name of the parameter is misleading"",
""This parameter is confusing to developers who read""","""misleading"", ""read""",,-
2069,Spring Framework,https://github.com/spring-projects/spring-framework/pull/2069,"Maintainability, Performance","Maintainability: ""I'll keep readability""
Performance: ""Extract Method::getParameterTypes out of the loop where possible""","Maintainability: ""readability""
Performance: ""loop""","Title, Discussion",-
25897,Spring Framework,https://github.com/spring-projects/spring-framework/pull/25897,Performance,""" Is it Tomcat opening such a stream?""","""stream""",Discussion,
25594,Spring Framework,https://github.com/spring-projects/spring-framework/pull/25594,Performance,"""Optimize ObjectUtils.nullSafeHashCode() implementations""","""optimize""",Title,-
28890,Spring Framework,https://github.com/spring-projects/spring-framework/pull/28890,None,-,-,-,Fix typo
152,Spring Framework,https://github.com/spring-projects/spring-framework/pull/152,None,-,-,-,-
26822,Spring Framework,https://github.com/spring-projects/spring-framework/pull/26822,None,-,-,-,-
22665,Spring Framework,https://github.com/spring-projects/spring-framework/pull/22665,Maintainability,URL Cleanup,"""cleanup""","Title, Description",-
1462,Spring Framework,https://github.com/spring-projects/spring-framework/pull/1462,None,-,-,-,-
571,Spring Framework,https://github.com/spring-projects/spring-framework/pull/571,Maintainability,"""I wonder whether we should shorten""","""shorten""",Discussion,-
1030,Spring Framework,https://github.com/spring-projects/spring-framework/pull/1030,None,-,-,-,Fix typo
26929,Spring Framework,https://github.com/spring-projects/spring-framework/pull/26929,Performance,"""Optimize some scenes which need not proxy""","""optimize""",Title,-
28746,Spring Framework,https://github.com/spring-projects/spring-framework/pull/28746,Robustness,"""will throw an InvalidPathException on""","""thrown""",Discussion,-
1147,Spring Framework,https://github.com/spring-projects/spring-framework/pull/1147,Performance,"""Improve performance when parsing MediaTypes""","""performance""",Title,-
200,Spring Framework,https://github.com/spring-projects/spring-framework/pull/200,None,-,-,-,-
472,Spring Framework,https://github.com/spring-projects/spring-framework/pull/472,None,-,-,-,-
22337,Spring Framework,https://github.com/spring-projects/spring-framework/pull/22337,None,-,-,-,-
27229,Spring Framework,https://github.com/spring-projects/spring-framework/pull/27229,Robustness,"""and raising an exception later""","""exception""",Discussion,-
382,Spring Framework,https://github.com/spring-projects/spring-framework/pull/382,None,-,-,-,-
800,Spring Framework,https://github.com/spring-projects/spring-framework/pull/800,Performance,"""Support OkHttp as (Async)ClientHttpRequestFactory""","""async""","Title, Description",-
1806,Spring Framework,https://github.com/spring-projects/spring-framework/pull/1806,None,-,-,-,Fix typo
871,Spring Framework,https://github.com/spring-projects/spring-framework/pull/871,Performance,"""Read large data using InputStreamResource""","""large""",Description,-
1933,Spring Framework,https://github.com/spring-projects/spring-framework/pull/1933,None,-,-,-,Fix unusable assertions
23555,Spring Framework,https://github.com/spring-projects/spring-framework/pull/23555,None,-,-,-,Fix typo
656,Spring Framework,https://github.com/spring-projects/spring-framework/pull/656,None,-,-,-,-
23715,Spring Framework,https://github.com/spring-projects/spring-framework/pull/23715,None,-,-,-,-
23198,Spring Framework,https://github.com/spring-projects/spring-framework/pull/23198,None,-,-,-,Transaction
24903,Spring Framework,https://github.com/spring-projects/spring-framework/pull/24903,Maintainability,"""replaced deprecated invocation with recommended method""","""deprecated""",Discussion,-
268,Spring Framework,https://github.com/spring-projects/spring-framework/pull/268,None,-,-,-,-
24768,Spring Framework,https://github.com/spring-projects/spring-framework/pull/24768,Performance,"""resulting in severe performance degradation""","""performance""",Description,-
25137,Spring Framework,https://github.com/spring-projects/spring-framework/pull/25137,None,-,-,-,Fix URI pattern
1917,Spring Framework,https://github.com/spring-projects/spring-framework/pull/1917,None,-,-,-,-
24674,Spring Framework,https://github.com/spring-projects/spring-framework/pull/24674,Performance,"""Improve performance of StringUtils"", ""I noticed an optimization opportunity""","""performance"", ""optimization""","Title, Description",-
26114,Spring Framework,https://github.com/spring-projects/spring-framework/pull/26114,None,-,-,-,-
25058,Spring Framework,https://github.com/spring-projects/spring-framework/pull/25058,Performance,"""Include timeout unit in shutdown failure logging""","""timeout""",Title,-
25487,Spring Framework,https://github.com/spring-projects/spring-framework/pull/25487,Maintainability,"""would be used in other Comparators, we should make this as singleton design pattern""","""pattern""",Description,-
1183,Spring Framework,https://github.com/spring-projects/spring-framework/pull/1183,None,-,-,-,Fix Typo
26075,Spring Framework,https://github.com/spring-projects/spring-framework/pull/26075,Performance,"""Avoid full singleton lock""","""lock""",Title,-
27799,Spring Framework,https://github.com/spring-projects/spring-framework/pull/27799,None,-,-,-,Polish
625,Spring Framework,https://github.com/spring-projects/spring-framework/pull/625,None,-,-,-,Clean up
773,Spring Framework,https://github.com/spring-projects/spring-framework/pull/773,Performance,"""Performance Optimization on getResultSetValue"",
""found significant lack of performance "",
""benchmark"", 
""almost as fast as a custom""","""performance"", ""benchmark"", ""fast""","Title, Description",-
44,Spring Framework,https://github.com/spring-projects/spring-framework/pull/44,None,-,-,-,Fix Typo
419,Spring Framework,https://github.com/spring-projects/spring-framework/pull/419,Robustness,"""If the exception is not caught, the app cannot be deployed into""","""exception"", ""caught""","Title, Description",-
1889,Spring Framework,https://github.com/spring-projects/spring-framework/pull/1889,Security,"""even though they have a valid session""","""session""",Description,-
24105,Spring Framework,https://github.com/spring-projects/spring-framework/pull/24105,Performance,"""time improvements of the caching without some additional setup""","""time improvement""",Description,-
28355,Spring Framework,https://github.com/spring-projects/spring-framework/pull/28355,None,-,-,-,-
25452,Spring Framework,https://github.com/spring-projects/spring-framework/pull/25452,None,-,-,-,-
1874,Spring Framework,https://github.com/spring-projects/spring-framework/pull/1874,None,-,-,-,Fix Typo
27604,Spring Framework,https://github.com/spring-projects/spring-framework/pull/27604,None,,,,"Todas essas mudanças que são claramente enhancement, estou desconsiderando como NFR."
895,Spring Framework,https://github.com/spring-projects/spring-framework/pull/895,None,,,,"Todas essas mudanças que são claramente enhancement, estou desconsiderando como NFR."
293,Spring Framework,https://github.com/spring-projects/spring-framework/pull/293,None,,,,"Todas essas mudanças que são claramente enhancement, estou desconsiderando como NFR."
28783,Spring Framework,https://github.com/spring-projects/spring-framework/pull/28783,Performance,"""prevent some lock competition""","""lock"", ""syncronization""",Description,Os detalhes mais importantes estão na issue referenciada.
25311,Spring Framework,https://github.com/spring-projects/spring-framework/pull/25311,None,,,,"Todas essas mudanças que são claramente enhancement, estou desconsiderando como NFR."
518,Spring Framework,https://github.com/spring-projects/spring-framework/pull/518,Maintainability,"""clean up compiler warnings""","""clean up"",""warnings""",Description,
1002,Spring Framework,https://github.com/spring-projects/spring-framework/pull/1002,None,,,,Sem informação suficiente
1378,Spring Framework,https://github.com/spring-projects/spring-framework/pull/1378,None,,,,Sem informação suficiente
1972,Spring Framework,https://github.com/spring-projects/spring-framework/pull/1972,None,,,,Correção de typo
23401,Spring Framework,https://github.com/spring-projects/spring-framework/pull/23401,None,,,,Correção de typo
1449,Spring Framework,https://github.com/spring-projects/spring-framework/pull/1449,Maintainability,"""Simplify the code""",,Description,Os detalhes mais importantes estão na issue referenciada.
24250,Spring Framework,https://github.com/spring-projects/spring-framework/pull/24250,None,,,,
1792,Spring Framework,https://github.com/spring-projects/spring-framework/pull/1792,None,,,,
24476,Spring Framework,https://github.com/spring-projects/spring-framework/pull/24476,None,,,,
241,Spring Framework,https://github.com/spring-projects/spring-framework/pull/241,None,,,,
1061,Spring Framework,https://github.com/spring-projects/spring-framework/pull/1061,Robustness,"""An error occurs while binding request parameters ""","""Error"", ""StringIndexOutOfBoundsException""","Title, Description",
589,Spring Framework,https://github.com/spring-projects/spring-framework/pull/589,None,,,,"Todas essas mudanças que são claramente enhancement, estou desconsiderando como NFR."
2023,Spring Framework,https://github.com/spring-projects/spring-framework/pull/2023,None,,,,
715,Spring Framework,https://github.com/spring-projects/spring-framework/pull/715,Robustness,"""...other cases were not properly managed, throwing exceptions for valid HTTP responses.""","""throwing"", ""exceptions""",Description,
26294,Spring Framework,https://github.com/spring-projects/spring-framework/pull/26294,None,,,,Apenas uma inconformidade.
1380,Spring Framework,https://github.com/spring-projects/spring-framework/pull/1380,None,,,,
885,Spring Framework,https://github.com/spring-projects/spring-framework/pull/885,None,,,,
23469,Spring Framework,https://github.com/spring-projects/spring-framework/pull/23469,None,,,,
24492,Spring Framework,https://github.com/spring-projects/spring-framework/pull/24492,Maintainability,"""Use try-with-resource instead of try-finally to close stream""",,"Title, Description",
22867,Spring Framework,https://github.com/spring-projects/spring-framework/pull/22867,None,,,,
88,Spring Framework,https://github.com/spring-projects/spring-framework/pull/88,None,,,,
24920,Spring Framework,https://github.com/spring-projects/spring-framework/pull/24920,None,,,,
28315,Spring Framework,https://github.com/spring-projects/spring-framework/pull/28315,Maintainability,"""Introduce ... method"", ""Very common""",,Description,
1825,Spring Framework,https://github.com/spring-projects/spring-framework/pull/1825,Robustness,"""works as expected and does't throw exception""","""throw exception""",Description,
28375,Spring Framework,https://github.com/spring-projects/spring-framework/pull/28375,None,,,,
214,Spring Framework,https://github.com/spring-projects/spring-framework/pull/214,None,,,,
323,Spring Framework,https://github.com/spring-projects/spring-framework/pull/323,None,,,,Sem informação suficiente.
25351,Spring Framework,https://github.com/spring-projects/spring-framework/pull/25351,None,,,,Apenas correção na documentação.
41,Spring Framework,https://github.com/spring-projects/spring-framework/pull/41,None,,,,
22647,Spring Framework,https://github.com/spring-projects/spring-framework/pull/22647,None,,,,
26816,Spring Framework,https://github.com/spring-projects/spring-framework/pull/26816,None,,,,
24926,Spring Framework,https://github.com/spring-projects/spring-framework/pull/24926,Maintainability,"""spring-test HtmlUnit does not recognize files for multipart uploading""","""spring-test""",Description,Os detalhes mais importantes estão na issue referenciada.
1071,Spring Framework,https://github.com/spring-projects/spring-framework/pull/1071,None,,,,Sem informação suficiente.
744,Spring Framework,https://github.com/spring-projects/spring-framework/pull/744,Maintainability,"""a simple refactor to extract the application of default configuration to into a separate method""","""extract"", ""refactoring""",Description,
27614,Spring Framework,https://github.com/spring-projects/spring-framework/pull/27614,None,,,,
27565,Spring Framework,https://github.com/spring-projects/spring-framework/pull/27565,Maintainability,"""This should save a few cycles and is also less code in some cases because we do not need to catch UnsupportedEncodingExceptions""","""less code"", ""simplification""",Description,Os detalhes mais importantes estão na issue referenciada.
23981,Spring Framework,https://github.com/spring-projects/spring-framework/pull/23981,None,,,,Sem informação suficiente.
24774,Spring Framework,https://github.com/spring-projects/spring-framework/pull/24774,None,,,,Sem informação suficiente.
1296,Spring Framework,https://github.com/spring-projects/spring-framework/pull/1296,Robustness,"""Exception if no RequestDataValueProcessor is present""","""exception""",Title,
584,Spring Framework,https://github.com/spring-projects/spring-framework/pull/584,None,,,,
835,Spring Framework,https://github.com/spring-projects/spring-framework/pull/835,None,,,,
738,Spring Framework,https://github.com/spring-projects/spring-framework/pull/738,None,,,,Correção de typo
1644,Spring Framework,https://github.com/spring-projects/spring-framework/pull/1644,None,,,,
26197,Spring Framework,https://github.com/spring-projects/spring-framework/pull/26197,None,,,,
390,Spring Framework,https://github.com/spring-projects/spring-framework/pull/390,None,,,,
24377,Spring Framework,https://github.com/spring-projects/spring-framework/pull/24377,None,,,,
28338,Spring Framework,https://github.com/spring-projects/spring-framework/pull/28338,None,,,,Sem informação suficiente.
896,Spring Framework,https://github.com/spring-projects/spring-framework/pull/896,None,,,,
24236,Spring Framework,https://github.com/spring-projects/spring-framework/pull/24236,None,,,,
1879,Spring Framework,https://github.com/spring-projects/spring-framework/pull/1879,None,,,,
467,Spring Framework,https://github.com/spring-projects/spring-framework/pull/467,None,,,,
26374,Spring Framework,https://github.com/spring-projects/spring-framework/pull/26374,None,,,,
26678,Spring Framework,https://github.com/spring-projects/spring-framework/pull/26678,None,,,,
1361,Spring Framework,https://github.com/spring-projects/spring-framework/pull/1361,None,,,,
1368,Spring Framework,https://github.com/spring-projects/spring-framework/pull/1368,Maintainability,"""Use JDK8 hashCode() for primitives in ObjectUtils""","""Deprecated""",Description,
22809,Spring Framework,https://github.com/spring-projects/spring-framework/pull/22809,None,,,,
1579,Spring Framework,https://github.com/spring-projects/spring-framework/pull/1579,Maintainability,"""otherwise it's easy to accidentally get 'localhost' even if you set a Host: header""",,Description,
26952,Spring Framework,https://github.com/spring-projects/spring-framework/pull/26952,None,,,,
22677,Spring Framework,https://github.com/spring-projects/spring-framework/pull/22677,None,,,,Apenas correção na documentação.
1511,Spring Framework,https://github.com/spring-projects/spring-framework/pull/1511,None,,,,Apenas correção na documentação.
24155,Spring Framework,https://github.com/spring-projects/spring-framework/pull/24155,None,,,,Apenas correção na documentação.
1293,Spring Framework,https://github.com/spring-projects/spring-framework/pull/1293,None,,,,"Parece relacionada a performance, mas faltam detalhes do autor."
1798,Spring Framework,https://github.com/spring-projects/spring-framework/pull/1798,None,,,,
23967,Spring Framework,https://github.com/spring-projects/spring-framework/pull/23967,None,,,,
27290,Spring Framework,https://github.com/spring-projects/spring-framework/pull/27290,Maintainability,"""A new method has been added, named hasAnyContributors that returns the value expected of its name.""","""Deprecated""",Description,
1135,Spring Framework,https://github.com/spring-projects/spring-framework/pull/1135,None,,,,Sem informação suficiente.
1288,Spring Framework,https://github.com/spring-projects/spring-framework/pull/1288,None,,,,
1453,Spring Framework,https://github.com/spring-projects/spring-framework/pull/1453,Maintainability,"""use lambda to refact the code""","""Refact""",Description,"Apesar de ser relacionada a refatoração, foi rejeitada."
28217,Spring Framework,https://github.com/spring-projects/spring-framework/pull/28217,None,,,,
22517,Spring Framework,https://github.com/spring-projects/spring-framework/pull/22517,None,,,,Apenas correção na documentação.
22589,Spring Framework,https://github.com/spring-projects/spring-framework/pull/22589,None,,,,Correção de typo
1011,Spring Framework,https://github.com/spring-projects/spring-framework/pull/1011,None,,,,
27997,Spring Framework,https://github.com/spring-projects/spring-framework/pull/27997,Maintainability,Polish codes in spring-webmvc,Polish,Title,"Detalhe, numa das mensagens dos commits associados no PR tem uma menção explícita à refatoração, o que poderia ajudar mais na identificação que as keywords que eu indiquei."
645,Spring Framework,https://github.com/spring-projects/spring-framework/pull/645,None,-,-,-,-
24419,Spring Framework,https://github.com/spring-projects/spring-framework/pull/24419,Maintainability,Simplify UrlFileNameViewController#getViewNameForUrlPath(),Simplify,Title,-
1427,Spring Framework,https://github.com/spring-projects/spring-framework/pull/1427,Robustness,Is there not possible NPE if subs.get(sessionId) returns null? How about:,NPE,Discussion,
1977,Spring Framework,https://github.com/spring-projects/spring-framework/pull/1977,Performance,"Optimize HTTP headers parsing

Several benchmarks underlined a few hotspots for CPU and GC pressure in
the Spring Framework codebase:

The media
type parsing operation is expensive

This commit improves this by caching the parsed MediaType for the
""Content-Type"" request header in the ReadOnlyHttpHeaders class. This change
is available for both Spring MVC and Spring WebFlux.","Optimize, CPU, benchmarks, hotspots, GC pressure, expensive, caching","Title, Description",-
25899,Spring Framework,https://github.com/spring-projects/spring-framework/pull/25899,None,-,-,-,-
28677,Spring Framework,https://github.com/spring-projects/spring-framework/pull/28677,Robustness,Fix DataSourceUtils inconsistent exception handling,exception,Title,-
1999,Spring Framework,https://github.com/spring-projects/spring-framework/pull/1999,Robustness,fix exception chain loss,exception,Title,-
25936,Spring Framework,https://github.com/spring-projects/spring-framework/pull/25936,None,-,-,-,-
28426,Spring Framework,https://github.com/spring-projects/spring-framework/pull/28426,None,-,-,-,-
313,Spring Framework,https://github.com/spring-projects/spring-framework/pull/313,Maintainability,removed unused dependency from spring-instrument,unused dependency,Title,-
1349,Spring Framework,https://github.com/spring-projects/spring-framework/pull/1349,Maintainability,Making easier for understanding example of GenericApplicationContext by changing undeclared object ctx to context.,easier + understand,Description,-
1910,Spring Framework,https://github.com/spring-projects/spring-framework/pull/1910,None,-,-,-,-
1404,Spring Framework,https://github.com/spring-projects/spring-framework/pull/1404,None,-,-,-,-
1581,Spring Framework,https://github.com/spring-projects/spring-framework/pull/1581,None,-,-,-,-
958,Spring Framework,https://github.com/spring-projects/spring-framework/pull/958,Performance,Speed up AntPathMatcher by doing prefix-match,speed up,Title,-
27324,Spring Framework,https://github.com/spring-projects/spring-framework/pull/27324,None,-,-,-,-
23450,Spring Framework,https://github.com/spring-projects/spring-framework/pull/23450,None,,,,
1610,Spring Framework,https://github.com/spring-projects/spring-framework/pull/1610,None,,,,
960,Spring Framework,https://github.com/spring-projects/spring-framework/pull/960,None,,,,
28472,Spring Framework,https://github.com/spring-projects/spring-framework/pull/28472,None,,,,
23142,Spring Framework,https://github.com/spring-projects/spring-framework/pull/23142,None,,,,
1584,Spring Framework,https://github.com/spring-projects/spring-framework/pull/1584,None,,,,
1228,Spring Framework,https://github.com/spring-projects/spring-framework/pull/1228,None,,,,
1213,Spring Framework,https://github.com/spring-projects/spring-framework/pull/1213,None,,,,
27862,Spring Framework,https://github.com/spring-projects/spring-framework/pull/27862,None,,,,
1410,Spring Framework,https://github.com/spring-projects/spring-framework/pull/1410,None,,,,
26773,Spring Framework,https://github.com/spring-projects/spring-framework/pull/26773,Maintainability,Fix @Scope documentation in ref docs,fix documentation,Title,
801,Spring Framework,https://github.com/spring-projects/spring-framework/pull/801,Robustness,"Trivial change: use Long.parseLong instead of Integer.parseInt because the assigned fields are of type long, not int. The current code is causing errors on startup when I try to use a value too big for an int.",errors,Description,
869,Spring Framework,https://github.com/spring-projects/spring-framework/pull/869,Robustness,Prevent a IllegalStateException in BindStatus at the time of without property access,exception,Title,
636,Spring Framework,https://github.com/spring-projects/spring-framework/pull/636,Security,Add Authentication to Security Context Holder,"authentication, security",Title,
1826,Spring Framework,https://github.com/spring-projects/spring-framework/pull/1826,None,,,,
124,Spring Framework,https://github.com/spring-projects/spring-framework/pull/124,None,,,,
540,Spring Framework,https://github.com/spring-projects/spring-framework/pull/540,None,,,,
28453,Spring Framework,https://github.com/spring-projects/spring-framework/pull/28453,None,,,,
22792,Spring Framework,https://github.com/spring-projects/spring-framework/pull/22792,Performance,Some trivial optimization in method populateBean(),optimization,Title,
1003,Spring Framework,https://github.com/spring-projects/spring-framework/pull/1003,Robustness,"Profiling has shown that we have a lot of caught
SAXNotRecognizedException during normal program execution.",exception,Description,
28010,Spring Framework,https://github.com/spring-projects/spring-framework/pull/28010,None,,,,
26030,Spring Framework,https://github.com/spring-projects/spring-framework/pull/26030,None,,,,
253,Spring Framework,https://github.com/spring-projects/spring-framework/pull/253,Maintainability,Document @Bean 'lite' mode vs @Configuration,document,Title,
27127,Spring Framework,https://github.com/spring-projects/spring-framework/pull/27127,Maintainability,Avoid duplicated code by using map,duplicated code,Title,
27726,Spring Framework,https://github.com/spring-projects/spring-framework/pull/27726,Maintainability,Clarify that interface-level cache annotations work for target-class proxies as well,clarify,Title,
27752,Spring Framework,https://github.com/spring-projects/spring-framework/pull/27752,Maintainability,Avoids duplicating the logic,duplicating + logic,Description,
26708,Spring Framework,https://github.com/spring-projects/spring-framework/pull/26708,Maintainability,This PR fixes polishes trivial stuff.,polish,"Title, Description",
642,Spring Framework,https://github.com/spring-projects/spring-framework/pull/642,None,,,,
22993,Spring Framework,https://github.com/spring-projects/spring-framework/pull/22993,Maintainability,"Update webflux.adoc

Correction of example with @RequestBody and BindingResult which dosn't work.",correction + doc,"Title, Description",
1286,Spring Framework,https://github.com/spring-projects/spring-framework/pull/1286,None,,,,
24696,Spring Framework,https://github.com/spring-projects/spring-framework/pull/24696,Maintainability,Improve Javadoc in InstantiationAwareBeanPostProcessor,improve,Title,
25398,Spring Framework,https://github.com/spring-projects/spring-framework/pull/25398,None,,,,
27755,Spring Framework,https://github.com/spring-projects/spring-framework/pull/27755,Maintainability,Avoids duplicating the logic,duplicating + logic,Description,
1648,Spring Framework,https://github.com/spring-projects/spring-framework/pull/1648,None,,,,
1541,Spring Framework,https://github.com/spring-projects/spring-framework/pull/1541,None,,,,
23835,Spring Framework,https://github.com/spring-projects/spring-framework/pull/23835,None,,,,
1688,Spring Framework,https://github.com/spring-projects/spring-framework/pull/1688,None,,,,
2036,Spring Framework,https://github.com/spring-projects/spring-framework/pull/2036,None,,,,
1325,Spring Framework,https://github.com/spring-projects/spring-framework/pull/1325,None,,,,
1787,Spring Framework,https://github.com/spring-projects/spring-framework/pull/1787,None,,,,
28744,Spring Framework,https://github.com/spring-projects/spring-framework/pull/28744,Maintainability,Polish,Polish,Title,
23274,Spring Framework,https://github.com/spring-projects/spring-framework/pull/23274,None,,,,
1138,Spring Framework,https://github.com/spring-projects/spring-framework/pull/1138,Performance,Improve performance of assertion in StompSubProtocolHandler.convertCo,performance,Title,
25078,Spring Framework,https://github.com/spring-projects/spring-framework/pull/25078,None,,,,
25357,Spring Framework,https://github.com/spring-projects/spring-framework/pull/25357,None,,,,
310,Spring Framework,https://github.com/spring-projects/spring-framework/pull/310,None,,,,
455,Spring Framework,https://github.com/spring-projects/spring-framework/pull/455,None,,,,
1572,Spring Framework,https://github.com/spring-projects/spring-framework/pull/1572,None,,,,
1627,Spring Framework,https://github.com/spring-projects/spring-framework/pull/1627,None,,,,
1905,Spring Framework,https://github.com/spring-projects/spring-framework/pull/1905,None,,,,
23780,Spring Framework,https://github.com/spring-projects/spring-framework/pull/23780,Maintainability,Polish HttpWebHandlerAdapter.handleUnresolvedError(),Polish,Title,
